#INCLUSive Motif Model v1.0
#
#ID = GATA1_02
#W = 14
#Consensus = NNNNNGATANKGNN
0.157894736842105	0.157894736842105	0.368421052631579	0.315789473684211
0.263157894736842	0.210526315789474	0.105263157894737	0.421052631578947
0.421052631578947	0.263157894736842	0.210526315789474	0.105263157894737
0.263157894736842	0.210526315789474	0.263157894736842	0.263157894736842
0.473684210526316	0.210526315789474	0.0526315789473684	0.263157894736842
0.01	0.01	0.97	0.01
0.97	0.01	0.01	0.01
0.01	0.01	0.01	0.97
0.97	0.01	0.01	0.01
0.3	0.2	0.45	0.05
0.1	0.05	0.55	0.3
0.2	0.15	0.55	0.1
0.1	0.2	0.5	0.2
0.3	0.2	0.2	0.3
#
