#INCLUSive Motif Model v1.0
#
#ID = MSX1_01
#W = 9
#Consensus = CNGTAWNTG
0.153846153846154	0.615384615384615	0.0769230769230769	0.153846153846154
0.230769230769231	0.307692307692308	0.230769230769231	0.230769230769231
0.0769230769230769	0.230769230769231	0.538461538461538	0.153846153846154
0.0769230769230769	0.0769230769230769	0.0769230769230769	0.769230769230769
0.615384615384615	0.0769230769230769	0.0769230769230769	0.230769230769231
0.533076923076923	0.152307692307692	0.01	0.304615384615385
0.307692307692308	0.153846153846154	0.153846153846154	0.384615384615385
0.01	0.0761538461538461	0.0761538461538461	0.837692307692308
0.0769230769230769	0.0769230769230769	0.769230769230769	0.0769230769230769
#
