#INCLUSive Motif Model v1.0
#
#ID = FXR_Q3
#W = 14
#Consensus = CARGKTSAWTRACC
0.01	0.66	0.165	0.165
0.97	0.01	0.01	0.01
0.653333333333334	0.01	0.326666666666666	0.01
0.01	0.163333333333334	0.816666666666666	0.01
0.01	0.01	0.653333333333334	0.326666666666666
0.01	0.01	0.163333333333334	0.816666666666666
0.01	0.49	0.49	0.01
0.97	0.01	0.01	0.01
0.33	0.01	0.165	0.495
0.01	0.01	0.01	0.97
0.653333333333334	0.01	0.326666666666666	0.01
0.97	0.01	0.01	0.01
0.163333333333334	0.816666666666666	0.01	0.01
0.01	0.816666666666666	0.01	0.163333333333334
#
